param captain_cost :=
[1,1] 187
[1,2] 162
[1,3] 240
[1,4] 171
[1,5] 178
[1,6] 256
[1,7] 249
[1,8] 204
[1,9] 204
[1,10] 182
[1,11] 229
[1,12] 179
[1,13] 204
[1,14] 221
[1,15] 193
[1,16] 183
[2,1] 229
[2,2] 276
[2,3] 285
[2,4] 261
[2,5] 277
[2,6] 244
[2,7] 278
[2,8] 303
[2,9] 314
[2,10] 274
[2,11] 270
[2,12] 282
[2,13] 266
[2,14] 282
[2,15] 237
[2,16] 236
[3,1] 255
[3,2] 270
[3,3] 250
[3,4] 245
[3,5] 291
[3,6] 294
[3,7] 264
[3,8] 256
[3,9] 277
[3,10] 186
[3,11] 280
[3,12] 259
[3,13] 254
[3,14] 272
[3,15] 270
[3,16] 266
[4,1] 233
[4,2] 270
[4,3] 244
[4,4] 243
[4,5] 222
[4,6] 256
[4,7] 227
[4,8] 266
[4,9] 241
[4,10] 288
[4,11] 232
[4,12] 293
[4,13] 274
[4,14] 216
[4,15] 274
[4,16] 244
[5,1] 279
[5,2] 300
[5,3] 295
[5,4] 287
[5,5] 338
[5,6] 287
[5,7] 283
[5,8] 294
[5,9] 292
[5,10] 316
[5,11] 285
[5,12] 345
[5,13] 314
[5,14] 290
[5,15] 269
[5,16] 297
[6,1] 296
[6,2] 293
[6,3] 254
[6,4] 257
[6,5] 260
[6,6] 263
[6,7] 268
[6,8] 268
[6,9] 270
[6,10] 259
[6,11] 317
[6,12] 277
[6,13] 281
[6,14] 285
[6,15] 312
[6,16] 257
[7,1] 428
[7,2] 398
[7,3] 422
[7,4] 408
[7,5] 383
[7,6] 405
[7,7] 390
[7,8] 392
[7,9] 407
[7,10] 412
[7,11] 419
[7,12] 387
[7,13] 383
[7,14] 389
[7,15] 392
[7,16] 414
[8,1] 287
[8,2] 300
[8,3] 291
[8,4] 334
[8,5] 300
[8,6] 307
[8,7] 285
[8,8] 298
[8,9] 309
[8,10] 302
[8,11] 318
[8,12] 310
[8,13] 293
[8,14] 309
[8,15] 303
[8,16] 311
[9,1] 334
[9,2] 351
[9,3] 318
[9,4] 358
[9,5] 348
[9,6] 352
[9,7] 311
[9,8] 297
[9,9] 341
[9,10] 328
[9,11] 347
[9,12] 344
[9,13] 348
[9,14] 340
[9,15] 325
[9,16] 343
[10,1] 346
[10,2] 329
[10,3] 306
[10,4] 286
[10,5] 306
[10,6] 280
[10,7] 330
[10,8] 345
[10,9] 315
[10,10] 364
[10,11] 301
[10,12] 319
[10,13] 317
[10,14] 311
[10,15] 339
[10,16] 315
[11,1] 327
[11,2] 343
[11,3] 339
[11,4] 306
[11,5] 294
[11,6] 312
[11,7] 303
[11,8] 328
[11,9] 322
[11,10] 275
[11,11] 309
[11,12] 287
